,PSA-HM1-BAYTB-hist.txt,PSA-HM1-BAYTC-hist.txt,PSA-HM1-BAYTG-hist.txt,PSA-HM1-BAYTH-hist.txt,PSA-HP1-BAYTB-hist.txt,PSA-HP1-BAYTC-hist.txt,PSA-HP1-BAYTG-hist.txt,PSA-HP1-BAYTH-hist.txt,PSA-HS2-BAYTB-hist.txt,PSA-HS2-BAYTC-hist.txt,PSA-HS2-BAYTG-hist.txt,PSA-HS2-BAYTH-hist.txt,alpha3-BAYTB-hist.txt,alpha3-BAYTC-hist.txt,alpha3-BAYTG-hist.txt,alpha3-BAYTH-hist.txt,phix-BAYTB-hist.txt,phix-BAYTC-hist.txt,phix-BAYTG-hist.txt,phix-BAYTH-hist.txt
536,905.0,2646.0,779.0,2681.0,63.0,136.0,52.0,152.0,229.0,505.0,140.0,392.0,,1.0,,,2.0,4.0,1.0,21.0
537,874.0,2660.0,790.0,2623.0,67.0,175.0,37.0,154.0,226.0,566.0,153.0,409.0,,,,2.0,2.0,5.0,2.0,12.0
538,871.0,2660.0,802.0,2818.0,71.0,147.0,44.0,173.0,201.0,552.0,121.0,412.0,,2.0,,2.0,2.0,7.0,3.0,18.0
539,951.0,2735.0,747.0,2606.0,63.0,173.0,42.0,133.0,206.0,518.0,140.0,400.0,,4.0,,1.0,1.0,2.0,2.0,13.0
540,882.0,2630.0,722.0,2545.0,70.0,163.0,44.0,114.0,221.0,518.0,154.0,446.0,,2.0,,1.0,3.0,5.0,3.0,20.0
541,895.0,2690.0,735.0,2548.0,58.0,182.0,41.0,145.0,194.0,521.0,131.0,475.0,,1.0,,3.0,1.0,2.0,,27.0
542,896.0,2622.0,706.0,2517.0,62.0,184.0,50.0,149.0,188.0,569.0,139.0,457.0,,,,,,2.0,3.0,18.0
543,841.0,2627.0,704.0,2604.0,56.0,192.0,42.0,134.0,178.0,566.0,141.0,433.0,,,,,5.0,2.0,1.0,14.0
544,797.0,2634.0,706.0,2570.0,76.0,175.0,32.0,121.0,215.0,509.0,138.0,374.0,,,,2.0,,1.0,1.0,20.0
545,828.0,2579.0,644.0,2439.0,65.0,170.0,41.0,155.0,192.0,518.0,120.0,404.0,,,,2.0,2.0,5.0,,16.0
546,832.0,2599.0,700.0,2475.0,60.0,169.0,40.0,136.0,200.0,507.0,143.0,417.0,,,,1.0,2.0,1.0,,11.0
547,812.0,2580.0,672.0,2543.0,67.0,172.0,39.0,138.0,192.0,515.0,129.0,408.0,,3.0,,2.0,,3.0,,11.0
548,809.0,2610.0,666.0,2499.0,56.0,176.0,34.0,142.0,162.0,485.0,148.0,436.0,1.0,,,,1.0,2.0,1.0,15.0
549,827.0,2607.0,647.0,2503.0,69.0,158.0,51.0,156.0,210.0,519.0,140.0,403.0,,2.0,,4.0,2.0,6.0,,22.0
550,808.0,2581.0,650.0,2391.0,60.0,163.0,48.0,152.0,182.0,533.0,118.0,381.0,,,,,2.0,2.0,2.0,13.0
551,786.0,2471.0,613.0,2368.0,72.0,162.0,41.0,149.0,175.0,497.0,121.0,436.0,,1.0,,3.0,2.0,4.0,1.0,16.0
552,734.0,2484.0,647.0,2415.0,51.0,157.0,40.0,150.0,179.0,530.0,124.0,392.0,,3.0,,4.0,,1.0,1.0,14.0
553,744.0,2510.0,598.0,2516.0,59.0,174.0,40.0,127.0,206.0,522.0,141.0,419.0,,,,3.0,,2.0,3.0,21.0
554,754.0,2408.0,640.0,2361.0,41.0,162.0,38.0,125.0,194.0,518.0,113.0,393.0,,1.0,,2.0,,4.0,3.0,26.0
555,735.0,2516.0,591.0,2434.0,50.0,166.0,28.0,126.0,169.0,528.0,113.0,405.0,,1.0,,1.0,1.0,4.0,,11.0
556,726.0,2480.0,589.0,2374.0,66.0,148.0,41.0,130.0,142.0,461.0,125.0,413.0,,,,,,3.0,2.0,18.0
557,699.0,2456.0,632.0,2436.0,58.0,140.0,43.0,122.0,188.0,546.0,126.0,402.0,,,,3.0,1.0,1.0,,16.0
558,723.0,2560.0,596.0,2172.0,47.0,147.0,40.0,116.0,166.0,544.0,118.0,388.0,,2.0,,,1.0,4.0,1.0,12.0
559,659.0,2514.0,585.0,2212.0,67.0,168.0,33.0,135.0,179.0,510.0,96.0,379.0,,1.0,,3.0,2.0,4.0,,8.0
560,679.0,2605.0,606.0,2471.0,57.0,163.0,48.0,127.0,165.0,479.0,99.0,413.0,,,,1.0,2.0,3.0,4.0,13.0
561,683.0,2459.0,590.0,2335.0,49.0,140.0,31.0,134.0,169.0,473.0,122.0,368.0,,,,3.0,,2.0,3.0,20.0
562,647.0,2492.0,589.0,2392.0,40.0,155.0,38.0,125.0,177.0,500.0,113.0,371.0,,1.0,,2.0,3.0,5.0,1.0,21.0
563,655.0,2426.0,600.0,2355.0,40.0,139.0,34.0,104.0,146.0,550.0,95.0,379.0,,,,3.0,4.0,4.0,1.0,11.0
564,681.0,2491.0,613.0,2143.0,56.0,143.0,36.0,108.0,129.0,515.0,103.0,397.0,,,,6.0,,5.0,4.0,20.0
565,623.0,2487.0,504.0,2294.0,41.0,153.0,45.0,139.0,163.0,490.0,107.0,390.0,,2.0,,1.0,,6.0,4.0,9.0
566,689.0,2471.0,596.0,2340.0,59.0,151.0,27.0,129.0,167.0,448.0,109.0,358.0,,,,,1.0,3.0,,21.0
567,659.0,2391.0,546.0,2382.0,49.0,144.0,40.0,109.0,126.0,508.0,116.0,325.0,,,,,,3.0,,18.0
568,574.0,2443.0,526.0,2252.0,49.0,134.0,35.0,120.0,152.0,480.0,92.0,364.0,,,,1.0,1.0,1.0,1.0,11.0
569,568.0,2380.0,541.0,2195.0,34.0,141.0,32.0,130.0,137.0,547.0,102.0,355.0,,,,1.0,,5.0,1.0,10.0
570,593.0,2388.0,531.0,2209.0,45.0,125.0,26.0,120.0,135.0,519.0,103.0,372.0,,2.0,,1.0,2.0,3.0,,15.0
571,614.0,2447.0,563.0,2113.0,36.0,167.0,40.0,129.0,161.0,493.0,87.0,341.0,,,,,1.0,6.0,1.0,10.0
572,584.0,2306.0,492.0,2095.0,36.0,176.0,32.0,107.0,158.0,485.0,92.0,336.0,,2.0,,1.0,1.0,,2.0,15.0
573,588.0,2380.0,493.0,2166.0,46.0,132.0,25.0,113.0,136.0,508.0,91.0,365.0,,1.0,1.0,2.0,1.0,,2.0,12.0
574,586.0,2393.0,493.0,2145.0,44.0,137.0,30.0,127.0,141.0,497.0,86.0,392.0,1.0,,,3.0,2.0,,,15.0
575,543.0,2253.0,501.0,2038.0,48.0,161.0,23.0,129.0,124.0,544.0,107.0,338.0,,2.0,,1.0,1.0,2.0,1.0,19.0
576,599.0,2350.0,511.0,2107.0,34.0,140.0,36.0,108.0,126.0,463.0,97.0,397.0,,,,2.0,,1.0,1.0,12.0
577,539.0,2454.0,495.0,2104.0,50.0,176.0,34.0,116.0,123.0,464.0,101.0,348.0,,2.0,,6.0,1.0,2.0,1.0,27.0
578,529.0,2401.0,481.0,2121.0,39.0,156.0,27.0,127.0,114.0,488.0,92.0,382.0,,2.0,,1.0,,1.0,2.0,15.0
579,535.0,2307.0,459.0,2088.0,29.0,139.0,45.0,115.0,139.0,494.0,79.0,360.0,,,,1.0,1.0,,5.0,18.0
580,548.0,2328.0,494.0,2098.0,40.0,166.0,19.0,108.0,127.0,494.0,103.0,331.0,,1.0,,2.0,,4.0,1.0,13.0
581,506.0,2254.0,448.0,2047.0,37.0,135.0,22.0,121.0,124.0,448.0,77.0,319.0,,1.0,,,,1.0,1.0,13.0
582,512.0,2276.0,481.0,2068.0,27.0,162.0,27.0,116.0,125.0,520.0,87.0,334.0,,2.0,,,,3.0,1.0,10.0
583,479.0,2292.0,459.0,2003.0,32.0,130.0,33.0,120.0,121.0,414.0,69.0,323.0,,,,4.0,,3.0,,14.0
584,548.0,2297.0,422.0,2043.0,34.0,161.0,25.0,120.0,130.0,528.0,82.0,337.0,,1.0,,,1.0,2.0,,12.0
585,541.0,2260.0,488.0,2053.0,33.0,172.0,29.0,101.0,120.0,490.0,90.0,335.0,1.0,,,1.0,1.0,3.0,1.0,8.0
586,459.0,2273.0,482.0,2076.0,37.0,131.0,30.0,129.0,116.0,446.0,81.0,352.0,,4.0,,,3.0,1.0,,13.0
587,496.0,2223.0,407.0,1973.0,29.0,137.0,28.0,93.0,113.0,443.0,72.0,376.0,,,,,1.0,2.0,1.0,17.0
588,474.0,2307.0,424.0,2039.0,43.0,140.0,21.0,122.0,104.0,453.0,65.0,301.0,,,,2.0,1.0,2.0,2.0,14.0
589,504.0,2253.0,423.0,1945.0,34.0,148.0,26.0,97.0,125.0,487.0,88.0,323.0,,,,2.0,,3.0,,14.0
590,490.0,2189.0,439.0,2040.0,23.0,135.0,20.0,107.0,98.0,441.0,77.0,318.0,,1.0,,2.0,1.0,1.0,,14.0
591,420.0,2160.0,432.0,2013.0,40.0,155.0,25.0,105.0,100.0,458.0,84.0,316.0,,,,1.0,1.0,1.0,2.0,14.0
592,432.0,2262.0,420.0,2053.0,26.0,145.0,20.0,102.0,96.0,486.0,69.0,342.0,,1.0,,,,2.0,1.0,15.0
593,457.0,2234.0,410.0,1986.0,33.0,136.0,25.0,98.0,108.0,458.0,98.0,300.0,,,,,2.0,2.0,1.0,9.0
594,436.0,2261.0,383.0,1962.0,51.0,138.0,30.0,84.0,101.0,451.0,80.0,315.0,,1.0,,6.0,,4.0,1.0,13.0
595,461.0,2122.0,389.0,1855.0,31.0,172.0,25.0,132.0,98.0,475.0,81.0,358.0,,,,2.0,,6.0,2.0,17.0
596,474.0,2295.0,368.0,1836.0,32.0,169.0,22.0,112.0,97.0,436.0,73.0,326.0,,,,1.0,1.0,1.0,,4.0
597,452.0,2130.0,367.0,1908.0,21.0,139.0,15.0,101.0,95.0,443.0,63.0,308.0,,2.0,,,3.0,,2.0,17.0
598,427.0,2128.0,380.0,1969.0,28.0,128.0,32.0,129.0,112.0,449.0,84.0,329.0,,1.0,,2.0,1.0,2.0,,16.0
599,480.0,2161.0,368.0,1881.0,26.0,140.0,19.0,98.0,100.0,471.0,72.0,319.0,,3.0,,,1.0,,1.0,17.0
600,403.0,2140.0,368.0,1996.0,21.0,133.0,21.0,113.0,101.0,439.0,70.0,305.0,,2.0,,3.0,,2.0,,7.0
601,434.0,2239.0,360.0,1906.0,31.0,114.0,27.0,98.0,93.0,461.0,87.0,305.0,,1.0,,1.0,1.0,5.0,,9.0
602,374.0,2167.0,366.0,1783.0,23.0,148.0,20.0,121.0,103.0,443.0,53.0,320.0,,1.0,,,,1.0,1.0,12.0
603,385.0,2085.0,388.0,1825.0,39.0,149.0,26.0,89.0,95.0,400.0,70.0,294.0,,2.0,,,3.0,1.0,3.0,10.0
604,416.0,2119.0,368.0,1823.0,23.0,131.0,19.0,109.0,95.0,476.0,72.0,287.0,,,,,,1.0,,14.0
605,404.0,2091.0,376.0,1824.0,29.0,155.0,14.0,116.0,108.0,453.0,59.0,276.0,,1.0,,1.0,1.0,,1.0,9.0
606,400.0,2051.0,358.0,1715.0,26.0,170.0,23.0,100.0,86.0,425.0,62.0,333.0,,,,2.0,1.0,1.0,1.0,19.0
607,362.0,2104.0,339.0,1716.0,33.0,138.0,22.0,90.0,81.0,440.0,76.0,311.0,,1.0,,,1.0,1.0,1.0,9.0
608,379.0,2101.0,348.0,1839.0,30.0,144.0,25.0,93.0,89.0,437.0,76.0,344.0,,2.0,,,,7.0,1.0,9.0
609,371.0,2139.0,344.0,1819.0,25.0,135.0,19.0,80.0,83.0,422.0,53.0,295.0,,,,1.0,1.0,2.0,,5.0
610,368.0,2086.0,347.0,1764.0,41.0,129.0,34.0,92.0,83.0,435.0,62.0,304.0,,,1.0,,1.0,,3.0,12.0
611,369.0,2092.0,351.0,1758.0,19.0,138.0,14.0,82.0,73.0,440.0,78.0,306.0,,1.0,,4.0,1.0,2.0,2.0,15.0
612,328.0,2118.0,347.0,1752.0,26.0,152.0,21.0,122.0,87.0,454.0,55.0,319.0,,1.0,,,2.0,1.0,1.0,13.0
613,349.0,2044.0,354.0,1722.0,18.0,145.0,20.0,91.0,81.0,442.0,59.0,297.0,,,,,1.0,1.0,2.0,10.0
614,374.0,2041.0,323.0,1704.0,19.0,136.0,19.0,96.0,67.0,389.0,65.0,308.0,,,,,1.0,2.0,1.0,12.0
615,363.0,2136.0,343.0,1734.0,26.0,119.0,26.0,85.0,68.0,444.0,72.0,296.0,,,,,1.0,,1.0,9.0
616,395.0,2118.0,307.0,1782.0,25.0,123.0,12.0,87.0,86.0,418.0,59.0,273.0,,,,1.0,1.0,2.0,,12.0
617,334.0,2015.0,316.0,1789.0,18.0,140.0,16.0,90.0,82.0,445.0,55.0,307.0,,2.0,,,,2.0,,13.0
618,345.0,2127.0,321.0,1654.0,22.0,153.0,17.0,77.0,80.0,411.0,58.0,274.0,,,,1.0,4.0,1.0,,8.0
619,317.0,2006.0,303.0,1777.0,33.0,140.0,18.0,90.0,67.0,406.0,54.0,286.0,,,,5.0,,1.0,1.0,8.0
620,330.0,1979.0,330.0,1722.0,20.0,138.0,19.0,77.0,68.0,433.0,65.0,272.0,,,,1.0,2.0,2.0,,16.0
621,330.0,2111.0,301.0,1652.0,26.0,99.0,16.0,102.0,70.0,423.0,40.0,313.0,,2.0,,1.0,,3.0,1.0,9.0
622,312.0,1994.0,311.0,1654.0,21.0,107.0,17.0,76.0,71.0,447.0,66.0,252.0,,,,,1.0,1.0,1.0,11.0
623,326.0,2027.0,286.0,1640.0,24.0,135.0,14.0,103.0,64.0,398.0,69.0,293.0,,,1.0,,,5.0,2.0,11.0
624,325.0,2045.0,303.0,1649.0,30.0,100.0,14.0,102.0,58.0,395.0,46.0,268.0,,1.0,,1.0,,4.0,2.0,12.0
625,283.0,1966.0,283.0,1627.0,22.0,122.0,12.0,81.0,77.0,413.0,59.0,279.0,,,,,,3.0,,14.0
626,309.0,1974.0,315.0,1556.0,23.0,116.0,12.0,98.0,72.0,410.0,53.0,261.0,,1.0,,1.0,2.0,3.0,1.0,17.0
627,284.0,2034.0,287.0,1568.0,16.0,126.0,21.0,88.0,50.0,370.0,54.0,276.0,,,,1.0,,,1.0,10.0
628,290.0,1927.0,322.0,1682.0,32.0,141.0,13.0,84.0,58.0,403.0,52.0,266.0,,1.0,,1.0,,2.0,,12.0
629,304.0,1969.0,248.0,1545.0,18.0,139.0,8.0,88.0,78.0,411.0,39.0,227.0,,,,,,2.0,2.0,10.0
630,280.0,1926.0,295.0,1575.0,15.0,136.0,16.0,89.0,79.0,415.0,60.0,263.0,,,,2.0,1.0,3.0,1.0,5.0
631,283.0,1968.0,259.0,1551.0,19.0,119.0,16.0,90.0,89.0,424.0,56.0,254.0,,,,2.0,2.0,,,13.0
632,275.0,1953.0,258.0,1569.0,17.0,141.0,23.0,82.0,64.0,378.0,38.0,267.0,,1.0,,1.0,1.0,5.0,1.0,13.0
633,277.0,1988.0,277.0,1578.0,23.0,121.0,22.0,73.0,54.0,399.0,48.0,241.0,,,,1.0,1.0,,,8.0
634,264.0,2016.0,264.0,1523.0,21.0,128.0,18.0,86.0,67.0,405.0,52.0,230.0,,,,,,1.0,,17.0
635,269.0,1956.0,259.0,1530.0,21.0,113.0,15.0,93.0,64.0,388.0,59.0,250.0,,,,1.0,,2.0,,9.0
636,280.0,1922.0,228.0,1523.0,13.0,140.0,12.0,87.0,43.0,412.0,47.0,257.0,,3.0,,,2.0,1.0,1.0,18.0
637,276.0,1877.0,231.0,1544.0,19.0,120.0,17.0,84.0,53.0,394.0,45.0,238.0,,,,4.0,1.0,2.0,,14.0
638,250.0,1879.0,242.0,1565.0,22.0,141.0,17.0,78.0,61.0,427.0,54.0,230.0,,1.0,,1.0,,,,11.0
639,260.0,1994.0,271.0,1525.0,20.0,138.0,10.0,66.0,61.0,389.0,52.0,235.0,,,,2.0,,1.0,,6.0
640,281.0,1927.0,266.0,1460.0,16.0,142.0,7.0,94.0,37.0,365.0,38.0,263.0,,,,,1.0,,1.0,13.0
641,264.0,1856.0,248.0,1465.0,16.0,127.0,17.0,91.0,50.0,388.0,55.0,237.0,,,,,1.0,1.0,,13.0
642,212.0,1842.0,234.0,1484.0,19.0,112.0,8.0,89.0,51.0,410.0,53.0,235.0,,1.0,,1.0,1.0,1.0,1.0,15.0
643,286.0,1894.0,265.0,1473.0,15.0,115.0,11.0,96.0,49.0,399.0,42.0,215.0,,,,1.0,1.0,1.0,,8.0
644,251.0,1827.0,258.0,1539.0,19.0,131.0,11.0,63.0,56.0,409.0,44.0,196.0,,1.0,,,,,,16.0
645,240.0,1870.0,208.0,1414.0,13.0,108.0,8.0,76.0,44.0,386.0,44.0,239.0,,,,1.0,,1.0,1.0,4.0
646,240.0,1853.0,295.0,1451.0,20.0,114.0,14.0,74.0,62.0,349.0,45.0,262.0,,,,1.0,,1.0,,8.0
647,248.0,1890.0,261.0,1433.0,14.0,112.0,15.0,74.0,43.0,395.0,50.0,228.0,,,,1.0,1.0,,,10.0
648,232.0,1805.0,250.0,1394.0,15.0,136.0,13.0,91.0,60.0,412.0,35.0,206.0,,1.0,,,1.0,1.0,,9.0
649,226.0,1876.0,241.0,1492.0,10.0,141.0,12.0,84.0,54.0,356.0,47.0,243.0,,2.0,,,,3.0,1.0,6.0
650,248.0,1737.0,252.0,1428.0,9.0,109.0,21.0,80.0,56.0,397.0,43.0,256.0,,3.0,,1.0,,2.0,1.0,6.0
651,236.0,1831.0,244.0,1418.0,24.0,117.0,15.0,69.0,39.0,393.0,47.0,226.0,,1.0,,3.0,,,,17.0
652,231.0,1831.0,219.0,1388.0,16.0,98.0,11.0,88.0,53.0,410.0,45.0,221.0,,,,1.0,,4.0,,17.0
653,234.0,1854.0,221.0,1400.0,19.0,122.0,5.0,66.0,62.0,376.0,46.0,223.0,,1.0,,,,2.0,,4.0
654,209.0,1705.0,223.0,1427.0,15.0,134.0,10.0,71.0,32.0,395.0,40.0,242.0,,,,,,,,8.0
655,198.0,1759.0,225.0,1406.0,8.0,98.0,15.0,85.0,42.0,394.0,35.0,239.0,,3.0,,,1.0,,2.0,8.0
656,198.0,1813.0,204.0,1419.0,10.0,114.0,12.0,72.0,57.0,347.0,32.0,204.0,,1.0,,3.0,,1.0,,6.0
657,219.0,1801.0,226.0,1398.0,15.0,118.0,10.0,70.0,47.0,405.0,39.0,230.0,,2.0,,1.0,,3.0,,11.0
658,202.0,1750.0,193.0,1448.0,16.0,113.0,14.0,82.0,38.0,387.0,21.0,196.0,,,,2.0,,3.0,1.0,16.0
659,218.0,1668.0,201.0,1335.0,19.0,106.0,9.0,64.0,59.0,344.0,41.0,237.0,,1.0,,,,,1.0,16.0
660,172.0,1759.0,234.0,1328.0,17.0,95.0,13.0,57.0,50.0,399.0,40.0,226.0,,,,1.0,,1.0,,8.0
661,191.0,1742.0,222.0,1281.0,23.0,109.0,18.0,67.0,49.0,378.0,27.0,250.0,,,,,,,,8.0
662,203.0,1690.0,219.0,1331.0,14.0,109.0,16.0,83.0,48.0,376.0,34.0,193.0,,1.0,,1.0,,1.0,,9.0
663,175.0,1699.0,201.0,1287.0,11.0,123.0,16.0,56.0,45.0,341.0,51.0,241.0,,2.0,,4.0,1.0,,1.0,9.0
664,207.0,1749.0,203.0,1252.0,9.0,119.0,8.0,77.0,43.0,386.0,37.0,213.0,,,,1.0,,1.0,,14.0
665,197.0,1686.0,182.0,1303.0,13.0,112.0,13.0,53.0,53.0,384.0,49.0,214.0,,,,,,1.0,,10.0
666,155.0,1632.0,220.0,1227.0,24.0,120.0,14.0,82.0,49.0,384.0,36.0,222.0,,1.0,,1.0,,4.0,1.0,6.0
667,194.0,1636.0,209.0,1271.0,15.0,111.0,14.0,80.0,32.0,349.0,39.0,213.0,,,,2.0,,3.0,,10.0
668,182.0,1703.0,196.0,1319.0,17.0,109.0,9.0,64.0,46.0,359.0,36.0,248.0,,,,1.0,,2.0,,7.0
669,181.0,1709.0,194.0,1289.0,12.0,110.0,8.0,79.0,38.0,362.0,40.0,207.0,,,,,2.0,1.0,2.0,11.0
670,200.0,1697.0,186.0,1209.0,6.0,99.0,5.0,71.0,36.0,388.0,32.0,190.0,,,,2.0,,2.0,,13.0
671,197.0,1725.0,163.0,1274.0,14.0,112.0,16.0,56.0,31.0,339.0,37.0,231.0,,1.0,,5.0,,,,14.0
672,163.0,1638.0,214.0,1268.0,12.0,94.0,10.0,57.0,38.0,320.0,35.0,199.0,,2.0,,,,6.0,,6.0
673,172.0,1747.0,202.0,1257.0,10.0,134.0,8.0,64.0,33.0,389.0,42.0,230.0,,2.0,,3.0,,,,12.0
674,162.0,1703.0,218.0,1254.0,15.0,116.0,11.0,56.0,38.0,371.0,42.0,228.0,,1.0,,2.0,,1.0,1.0,11.0
675,180.0,1660.0,179.0,1251.0,19.0,116.0,13.0,60.0,40.0,376.0,27.0,207.0,,,,1.0,,,,9.0
676,179.0,1548.0,182.0,1163.0,18.0,107.0,13.0,65.0,53.0,322.0,31.0,229.0,,2.0,,1.0,1.0,,1.0,11.0
677,178.0,1599.0,168.0,1205.0,8.0,112.0,13.0,66.0,44.0,355.0,27.0,185.0,,1.0,,,,2.0,,8.0
678,146.0,1590.0,184.0,1194.0,9.0,108.0,7.0,84.0,42.0,338.0,41.0,189.0,,,,,,,,12.0
679,150.0,1645.0,165.0,1205.0,9.0,123.0,12.0,72.0,30.0,363.0,39.0,219.0,,1.0,,,,1.0,,6.0
680,169.0,1590.0,167.0,1220.0,10.0,125.0,11.0,71.0,49.0,327.0,33.0,207.0,,,,,,,1.0,12.0
681,167.0,1648.0,162.0,1194.0,10.0,109.0,14.0,61.0,37.0,296.0,25.0,220.0,,,,1.0,,1.0,,10.0
682,169.0,1589.0,146.0,1097.0,15.0,96.0,14.0,65.0,34.0,317.0,27.0,189.0,,2.0,,,1.0,2.0,,9.0
683,161.0,1588.0,168.0,1126.0,11.0,112.0,16.0,51.0,30.0,310.0,32.0,224.0,,,,,,2.0,,14.0
684,161.0,1617.0,167.0,1083.0,13.0,115.0,11.0,45.0,38.0,304.0,33.0,172.0,,1.0,,2.0,,2.0,,
685,158.0,1578.0,171.0,1054.0,9.0,125.0,11.0,63.0,36.0,312.0,37.0,197.0,,1.0,,2.0,,,,6.0
686,138.0,1712.0,184.0,1125.0,10.0,105.0,10.0,51.0,39.0,299.0,32.0,190.0,,1.0,,,,,,7.0
687,147.0,1609.0,159.0,1192.0,9.0,129.0,11.0,83.0,42.0,350.0,26.0,201.0,,,,,,,,8.0
688,161.0,1607.0,171.0,1174.0,9.0,98.0,7.0,75.0,40.0,320.0,33.0,182.0,,1.0,,,,3.0,,13.0
689,135.0,1615.0,150.0,1142.0,13.0,106.0,10.0,52.0,36.0,300.0,21.0,197.0,,2.0,,1.0,,1.0,1.0,9.0
690,148.0,1549.0,169.0,1174.0,3.0,108.0,3.0,66.0,29.0,297.0,27.0,174.0,,,,3.0,,,1.0,9.0
691,104.0,1510.0,166.0,1116.0,10.0,92.0,5.0,69.0,31.0,323.0,23.0,204.0,,1.0,,,,2.0,,6.0
692,136.0,1655.0,164.0,1134.0,13.0,94.0,7.0,49.0,31.0,305.0,25.0,185.0,,,,2.0,,,,10.0
693,128.0,1568.0,142.0,1084.0,9.0,112.0,5.0,66.0,32.0,343.0,26.0,212.0,,,,,,1.0,,6.0
694,139.0,1553.0,150.0,1107.0,6.0,122.0,12.0,59.0,40.0,329.0,33.0,198.0,,1.0,,,,1.0,,9.0
695,125.0,1478.0,155.0,1129.0,15.0,117.0,5.0,52.0,29.0,346.0,30.0,177.0,,,,,,,,7.0
696,123.0,1506.0,156.0,1011.0,6.0,101.0,13.0,61.0,36.0,298.0,28.0,181.0,,,,,,4.0,,7.0
697,143.0,1553.0,136.0,1078.0,8.0,112.0,4.0,59.0,28.0,294.0,27.0,168.0,,,1.0,2.0,,,,7.0
698,115.0,1500.0,142.0,1099.0,12.0,114.0,12.0,60.0,34.0,333.0,24.0,174.0,,2.0,,3.0,,1.0,,7.0
699,134.0,1506.0,138.0,1056.0,8.0,104.0,11.0,61.0,26.0,305.0,27.0,163.0,,1.0,,1.0,,2.0,,2.0
700,135.0,1513.0,149.0,1011.0,14.0,94.0,7.0,42.0,41.0,320.0,24.0,153.0,,,,1.0,,2.0,1.0,9.0
701,122.0,1423.0,157.0,1023.0,10.0,102.0,9.0,50.0,28.0,318.0,33.0,205.0,,,,1.0,,,,12.0
702,122.0,1487.0,140.0,1039.0,10.0,94.0,8.0,53.0,34.0,313.0,31.0,153.0,,,,,,,,9.0
703,114.0,1580.0,111.0,1027.0,9.0,92.0,6.0,55.0,25.0,310.0,30.0,175.0,,,,2.0,1.0,2.0,,7.0
704,127.0,1463.0,140.0,1021.0,10.0,101.0,9.0,42.0,25.0,305.0,30.0,186.0,,,,,,,,5.0
705,126.0,1337.0,155.0,1018.0,4.0,79.0,10.0,69.0,28.0,328.0,22.0,185.0,,,,,,3.0,,9.0
706,101.0,1426.0,152.0,977.0,8.0,85.0,7.0,54.0,21.0,272.0,36.0,160.0,,1.0,,,1.0,1.0,,6.0
707,121.0,1364.0,121.0,903.0,6.0,101.0,6.0,54.0,31.0,297.0,26.0,170.0,,1.0,,1.0,,,,6.0
708,147.0,1446.0,142.0,1036.0,11.0,81.0,4.0,46.0,22.0,312.0,24.0,170.0,,,,3.0,,1.0,1.0,7.0
709,123.0,1477.0,147.0,997.0,13.0,108.0,6.0,58.0,28.0,311.0,31.0,175.0,,,,,,,1.0,3.0
710,118.0,1397.0,126.0,947.0,9.0,86.0,11.0,50.0,24.0,286.0,28.0,165.0,,,,4.0,1.0,,,10.0
711,114.0,1485.0,139.0,940.0,6.0,100.0,9.0,48.0,29.0,300.0,16.0,183.0,,1.0,,,,4.0,,3.0
712,115.0,1426.0,101.0,1025.0,10.0,81.0,11.0,53.0,28.0,293.0,22.0,157.0,,,,,,2.0,,7.0
713,107.0,1393.0,160.0,923.0,7.0,92.0,12.0,48.0,27.0,287.0,25.0,187.0,,1.0,,1.0,,1.0,,8.0
714,118.0,1441.0,136.0,977.0,13.0,113.0,6.0,57.0,19.0,307.0,34.0,150.0,,1.0,,,,1.0,,12.0
715,127.0,1398.0,122.0,936.0,9.0,85.0,6.0,53.0,24.0,295.0,26.0,177.0,,,,,,,,6.0
716,118.0,1331.0,116.0,953.0,4.0,89.0,9.0,59.0,24.0,301.0,17.0,145.0,,1.0,,2.0,,2.0,1.0,8.0
717,117.0,1444.0,145.0,967.0,10.0,107.0,5.0,73.0,24.0,290.0,32.0,152.0,,1.0,,,,1.0,1.0,6.0
718,115.0,1402.0,136.0,954.0,6.0,84.0,7.0,47.0,17.0,318.0,22.0,148.0,,,,2.0,,,,15.0
719,112.0,1387.0,151.0,889.0,8.0,85.0,10.0,37.0,24.0,301.0,19.0,154.0,,2.0,,,1.0,,,4.0
720,106.0,1283.0,133.0,918.0,8.0,96.0,9.0,39.0,26.0,281.0,14.0,158.0,,,,1.0,,1.0,,11.0
721,101.0,1338.0,124.0,894.0,5.0,99.0,7.0,55.0,21.0,266.0,27.0,151.0,,,,1.0,,,,3.0
722,100.0,1324.0,102.0,900.0,4.0,78.0,10.0,55.0,22.0,298.0,24.0,149.0,,,,,,3.0,,8.0
723,98.0,1327.0,118.0,922.0,8.0,96.0,4.0,49.0,26.0,269.0,22.0,142.0,,,,1.0,,1.0,,3.0
724,118.0,1304.0,113.0,898.0,2.0,80.0,4.0,54.0,27.0,287.0,21.0,128.0,,,,,,,,13.0
725,88.0,1245.0,111.0,858.0,8.0,90.0,8.0,56.0,31.0,285.0,26.0,170.0,,,,,,,,5.0
726,87.0,1291.0,134.0,842.0,10.0,90.0,10.0,47.0,15.0,289.0,14.0,148.0,,,,1.0,1.0,2.0,,6.0
